speaker,start,end,duration,content
P169,276.8,277.43,0.63,Tell me.
T001,277.03,277.44,0.41,Yeah.
T001,278.28,282.87,4.59,"We have other questions, so name an instrument in a Symphony Orchestra."
P169,280.78,281.77,0.99,OK questions.
P169,284.55,285.58,1.03,A triangle.
T001,286.62,289.05,2.43,"Good, but not there. The violin is there."
P167,286.85,287.53,0.68,Violin.
P173,288.05,288.68,0.63,Hi Lynn.
P210,288.25,289.06,0.81,And.
P173,290.25,291.06,0.81,Chatham
P210,291.31,293.46,2.15,Are we saying that the three most popular?
T001,291.39,292.07,0.68,Cello is there.
T001,294.19,299.86,5.67,"Again, this question was also hundred people, So what were their answers was the most popular of their answers."
P169,299.57,300.36,0.79,Piano.
P210,300.63,302.4,1.77,Hey violins
P173,301.0,301.41,0.41,prove it.
T001,302.55,304.86,2.31,"Not piano, but you do have violin and cello."
P210,305.48,306.26,0.78,cello.
P210,307.37,308.11,0.74,Symphony.
T001,307.41,308.66,1.25,"You know, looking for one more."
P169,309.04,310.47,1.43,"Oboe, flute."
T001,310.3,311.8,1.5,"The oboe, not the flute."
P169,312.5,313.47,0.97,I'm very bad at this.
P167,313.89,314.57,0.68,Drums
T001,315.23,319.34,4.11,"Drums yeah, I was about to say you were actually quite close with the triangle, but you know."
P167,318.41,318.77,0.36,yeah.
P169,319.95,322.26,2.31,I was nowhere close with the triangle.
T001,323.57,326.09,2.52,It's a it's a percussion instrument I think.
P210,326.83,329.1,2.27,"Yeah, is it true? Is it drums or is a percussion?"
T001,328.65,335.82,7.17,"It is drums, it's drums, so the tree that you've given me are violin, cello, drums."
P210,330.17,330.7,0.53,Drums
T001,336.46,337.43,0.97,But what's the ordering?
P169,338.03,340.72,2.69,I'm stepping out of this guys 'cause I I don't know anything.
P169,342.35,344.27,1.92,I will go over whatever you guys believe.
P210,350.2,351.31,1.11,I'd say.
P210,352.15,355.59,3.44,"I'd say violin, cello, drums."
P173,356.84,357.67,0.83,I agree.
P167,358.78,361.86,3.08,"Yep, yeah, I'd be happy with that violin, cello and then drums."
T001,362.11,364.64,2.53,"And Liam's just said that, they agree."
P169,362.47,365.4,2.93,"And I'm telling I'm totally with that, yeah?"
P210,365.37,366.62,1.25,The payment withdrawn.
T001,368.02,372.83,4.81,"Well, that's good because it is violin. Cello and drums were one for two for one for two."
P169,370.84,371.57,0.73,Yes.
P167,371.45,371.82,0.37,Yeah.
P210,373.14,373.73,0.59,Fans.
P169,374.5,377.64,3.14,"I think we've got the pattern here, I just I just shut up and everything."
T001,374.68,375.92,1.24,Made up for the first question.
T001,380.67,388.53,7.86,So our third question is name a public place where you're likely to catch a cold or flu with the note that this was as pre pandemic.
T001,389.28,390.78,1.5,So everywhere isn't an answer.
P210,391.81,392.36,0.55,OK.
P173,393.21,393.92,0.71,Airport.
P167,394.68,395.61,0.93,Public place.
T001,395.22,397.5,2.28,Uh Airport is close to 1.
P173,398.97,399.7,0.73,Train station.
T001,400.56,401.85,1.29,Getting further away.
P210,403.35,404.2,0.85,Airplane.
P169,403.59,404.37,0.78,Thank you happy.
T001,404.55,405.44,0.89,"They were playing, yeah."
P167,404.87,405.91,1.04,Bus stops.
T001,407.21,408.72,1.51,"Bus stops isn't there, no?"
P210,409.46,410.09,0.63,Buses
T001,410.96,412.13,1.17,"No, not buses."
P173,412.49,413.12,0.63,Concerts.
T001,414.14,419.26,5.12,"Concerts isn't there either. All very good answers, but not their hospital. Yeah, Liam. Did you say something?"
P210,415.82,416.64,0.82,the hospital.
P169,415.91,416.76,0.85,Hospitals.
P169,418.72,419.19,0.47,Brilliant.
P169,420.13,421.9,1.77,I did hospital known I said it too.
T001,422.33,422.72,0.39,Yeah.
P210,422.73,423.46,0.73,Haha.
P169,426.68,429.73,3.05,The weather we got. We've got airplanes and hospitals.
P167,427.99,428.84,0.85,Classrooms.
T001,430.23,430.62,0.39,Yeah.
T001,431.66,432.85,1.19,Airplanes in hospitals.
P210,431.76,432.3,0.54,And.
P169,431.86,432.49,0.63,Right?
P169,433.29,434.02,0.73,Restaurants.
T001,435.19,436.32,1.13,"No, not restaurants."
P210,436.7,437.37,0.67,Trains.
T001,438.24,439.05,0.81,Not trains.
P210,439.99,440.36,0.37,Yeah.
P167,440.87,441.55,0.68,Classrooms.
T001,442.09,446.49,4.4,"Classrooms. Yeah, I'm going to give that 'cause school school is the last one."
P167,445.99,446.78,0.79,"Yeah, school."
T001,448.2,456.3,8.1,"School and build one that you were missing. So I think in the order that you gave it to me, it's plain hospital school."
P167,457.33,457.74,0.41,Yep.
T001,457.59,459.98,2.39,But what's the ranking from most popular to least?
P169,461.58,463.01,1.43,I'm gonna say hospital first.
P210,463.57,473.72,10.15,"Yeah, I think I think you're right. Then I'd say hospital school plane 'cause I don't pray for me anyway. Pain doesn't come to mind first, but it does make sense. I mean, think about it."
P169,470.39,470.8,0.41,Yeah.
P169,474.5,477.51,3.01,"Yeah, I think it's one of those things where it leaks with the plane you don't know."
P169,478.16,482.79,4.63,"Uh, like whether you've got a cold or you've got some other thing due to."
P169,483.7,486.6,2.9,I don't know what is jet lag or whatever you might mistake it as.
P210,485.42,485.96,0.54,Yeah.
P210,487.34,487.85,0.51,Yeah.
P169,487.7,493.82,6.12,And all these all these travel vocabulary words I've completely lost of the last. Like what is that thing called?
P210,491.28,491.83,0.55,Yeah.
P210,495.58,496.39,0.81,And.
P169,495.92,496.48,0.56,So yeah.
P169,497.14,504.66,7.52,"So I'd go with hospital a school, but Luke said and airplane."
P210,497.23,498.16,0.93,Yeah so.
P169,505.3,506.96,1.66,Would be my suggestion.
P210,508.77,509.88,1.11,"Yeah, I'm happy with that."
P167,509.92,510.24,0.32,Yeah.
P167,511.11,520.49,9.38,"I don't know I. I feel like airplanes would be, uh, like me airplanes might be #1 just 'cause I mean it's it's a metal tube which is air locked and I mean."
P167,521.36,535.09,13.73,"That might be the scareware like for any other area like it's I mean open rooms like open air and you can kind of get away from somebody if they have a cold. An airplane you're like strapped, your seat like if somebody sneezes next to you, you're stuck with them."
P210,530.25,530.88,0.63,Yeah.
P210,537.09,548.02,10.93,"Yeah, that's an interesting one. I'd say I'd say before airplanes, probably not before airplanes. Before the pandemic I wouldn't have thought of airplanes or, like you know, is a real risk."
P210,548.79,550.18,1.39,Place for whatever reason.
P210,550.95,551.68,0.73,And.
P167,551.67,552.44,0.77,"That's right, yeah."
P210,552.82,565.51,12.69,"And I would have always thought of hospitals is like, you know there's there are a lot of sick people there, and there's also disease which only pretty much only exists in hospitals, you know. And but you might be right. I don't know, you know, that's that's just my opinion."
P169,562.11,563.7,1.59,Yeah there is.
P173,566.24,578.63,12.39,"I would have thought a hospital is risky and then a school is just like an office. No riskier, and then an airplane would've been riskier as well because it's an enclosed box with everyone breathing the same air. So I would have gone hospital, airplane and then."
P173,579.25,579.9,0.65,It's cool.
P167,581.17,584.19,3.02,"Yeah, I think I'd agree with that. Yeah, hospital airplane and then school."
T001,585.58,588.15,2.57,"OK, so we got two for hospital airplane school."
P210,586.12,586.57,0.45,Yeah.
P210,589.38,590.27,0.89,Anne.
P210,591.37,594.34,2.97,"Yeah, yeah no. I'm actually good at an."
P169,593.84,594.33,0.49,Yeah.
P210,595.13,599.98,4.85,"Yeah, I'd be. I'd be curious to be curious. Yeah, I might do that. What do you think I am?"
T001,598.6,598.97,0.37,Yeah.
P169,601.24,617.22,15.98,I did like I don't know how they ask the questions. I think my my curiosity would be whether or not like they actually get it in the place or they think they got it in the place. But that's I have no idea how to gauge that so I'm OK with how it is now. What was it? Hospital airplane?
P169,618.21,620.3,2.09,"And that was like school, yeah?"
T001,618.53,619.3,0.77,And then school.
P169,621.3,622.21,0.91,"That's what it was, yeah?"
T001,622.6,625.7,3.1,"OK, you're going to kick yourself because it's school hospital in airplane."
P210,623.01,623.41,0.4,Yeah.
P167,627.12,627.55,0.43,Oh
P169,627.93,629.92,1.99,If the new kids were so.
P169,630.94,631.65,0.71,Messy.
T001,634.27,642.36,8.09,"It's alright, you know we've got another question you might be able to get this one, and then you know you'll follow a pattern of 1 wrong 1 rice."
P169,643.96,649.72,5.76,"Step back, whatever you guys totally fine. I will confirm at the last second I will get it right, we're good."
T001,650.51,653.13,2.62,Name something that you did not learn in school?
P167,656.48,657.55,1.07,Doing taxes.
T001,659.23,661.77,2.54,"That's always one of the people say, but it's not there."
P210,659.8,660.21,0.41,I.
P173,659.86,660.23,0.37,Looking.
P210,662.18,662.87,0.69,Yeah.
P167,662.26,662.59,0.33,Oh
P210,663.61,664.54,0.93,That's a good sign.
P210,665.61,667.13,1.52,Something you didn't learn in school.
P173,667.9,668.77,0.87,Foreign language.
T001,669.74,672.03,2.29,"Uh, no foreign language isn't there."
P210,672.46,673.45,0.99,How to ride a bike?
T001,675.31,676.46,1.15,"Not there either, no."
P167,677.18,677.9,0.72,greetings.
P169,678.13,681.58,3.45,"But his eyebrows lifted like we were close, but not close enough to reveal it."
P173,680.61,681.35,0.74,How to crochet?
T001,681.17,682.32,1.15,"Sorry Luke, what did you say?"
P167,682.73,683.56,0.83,Dating
T001,684.2,685.63,1.43,"No, that's not there."
P167,684.93,685.26,0.33,no.
P169,686.54,687.48,0.94,And.
T001,687.5,690.41,2.91,Tank under the general umbrella of life skills.
P210,691.17,692.74,1.57,Looks good cook yeah.
P173,691.31,691.99,0.68,Cooking.
T001,693.3,695.14,1.84,What's cooking an example of?
P169,695.56,696.64,1.08,Home economics
T001,697.52,698.54,1.02,"Really, really close."
P210,697.58,701.92,4.34,Households household tasks chores yeah.
P173,700.06,700.5,0.44,Top.
P169,700.38,700.97,0.59,stores.
T001,701.2,705.09,3.89,"Yeah, choice, household chores or household tax tasks. That's one of them."
P210,705.86,707.49,1.63,"OK, joy."
P167,706.94,708.2,1.26,Driving a car.
T001,709.25,710.71,1.46,"No, driving a car isn't there."
P169,711.54,712.27,0.73,Excel.
P169,714.01,714.68,0.67,Excel.
P167,714.9,715.86,0.96,Yeah so.
T001,715.16,717.39,2.23,Excel not there but would have been very handy.
P173,718.87,719.46,0.59,Manners.
T001,720.1,721.51,1.41,Manners matters is another one yet.
P169,721.98,722.67,0.69,Oh well.
P210,722.77,723.23,0.46,Nice.
P210,725.54,726.35,0.81,And.
P169,727.0,729.52,2.52,"How to not get sick with the flu, apparently."
P167,730.68,730.98,0.3,The.
T001,730.85,734.03,3.18,"A doctor very good answer, but not there."
P167,733.25,734.43,1.18,"Hi Jim, yeah."
T001,735.95,737.47,1.52,The hygiene isn't there.
T001,739.0,743.38,4.38,"I think that comes under the joint umbrella of manners and household chores to be honest, but."
P169,743.41,743.8,0.39,Great.
P210,745.74,747.35,1.61,Mine is so joy.
T001,746.19,749.93,3.74,What what's what's something that dumb?
T001,750.97,755.64,4.67,You might wish that you learned more about after it happens.
P169,756.57,757.58,1.01,Picking a career.
T001,758.63,759.86,1.23,Not picking your career.
P210,760.84,762.95,2.11,Is it? Is it to do with money in budgeting?
T001,764.8,767.93,3.13,"Not really, but it's still like a responsibility."
P169,769.47,770.66,1.19,Parenting like.
P210,769.77,770.2,0.43,Uh.
T001,770.6,771.91,1.31,Parenting Yep.
P169,771.77,772.28,0.51,Alright.
P167,772.08,772.95,0.87,I don't know.
T001,772.92,773.49,0.57,Parenting.
T001,774.25,776.43,2.18,"Or, you know, raising children or anything like that."
T001,777.16,782.77,5.61,"So those are the three we had household chores, manners, and parenting."
T001,783.86,785.39,1.53,But what do we reckon the ordering is?
P210,786.64,787.27,0.63,And.
P210,787.95,791.89,3.94,"Do so that the people, the 100 people that were asked this question."
P210,792.65,795.86,3.21,"And if it was 100, are they any age group?"
T001,797.14,805.73,8.59,"Yeah, I don't have that information to hand, so I think the easiest thing to do is just think of it as a somewhat representative sample of you know, adults."
P210,806.21,806.68,0.47,OK.
P210,807.57,809.33,1.76,"Yeah, in that case I'd say."
P167,807.89,808.48,0.59,Kevin
P210,810.06,818.42,8.36,"If it was adults, the first thing that people would think of is painting. If anyone has had kids, could there be a huge thing in their life that was nothing to do with anything they learned in school?"
P167,816.58,816.93,0.35,Yep.
P169,819.16,840.57,21.41,"But I think if the if, as he was saying, the other household chores and finances is an umbrella group, I would suggest that one would go first because it just anything that you do with the house. Would say I would say that in school rather than the singular thing. So even though I'd say more people said parenting more people said things that were under the umbrella of household chores."
P167,825.86,826.25,0.39,Yeah.
P210,840.76,853.49,12.73,"Yeah, I'm interested by that. 'cause I learned I can. When I was in school I did accounting. I didn't do homework, but both of those subjects would actually own selves to household chores and budgeting."
P167,854.57,854.94,0.37,Yeah.
P167,855.54,874.55,19.01,"Then I guess like coming first thing, when you kind of move out and start going to college like the first thing, you'll get lost with is when you move into your own apartment and you don't know half the stuff like what, what detergent to pick or like. You know what utensils to clean in what ways, stuff like that, operating the dishwasher so household chores, I guess, might be a big thing, yeah?"
P210,864.63,865.56,0.93,"Yeah, it's true."
P210,870.89,871.42,0.53,OK.
P173,876.38,878.17,1.79,Already on chores. Parenting than mine is.
T001,879.91,882.67,2.76,Hey so we have one for choice barely matters. 2 tree.
P169,880.14,880.53,0.39,Yeah.
P167,880.67,881.44,0.77,"Yeah, yeah."
P210,882.13,884.08,1.95,Yeah yeah now my that.
T001,885.06,887.37,2.31,"OK, so choice parenting matters."
T001,888.42,890.59,2.17,It's actually parenting matters in the jars.
P210,891.77,893.02,1.25,We're dead wrong so.
T001,894.12,900.1,5.98,"Yeah, unfortunately if you just take in the last one and put it on the start, even right."
T001,900.72,904.83,4.11,"But look, we have a fifth question. You've got a? You've got a chance to redeem yourselves here."
P169,904.94,907.36,2.42,We're not winning this weird like I'm 40.
P210,905.8,912.14,6.34,Do we still? I think we can still come out of 40%. We come out with a third lads. We can come up with a third here.
P167,907.44,908.73,1.29,We're doing pretty bad.
P169,909.19,911.76,2.57,40% is on sale at this point.
T001,910.86,911.31,0.45,Yeah.
T001,912.5,913.85,1.35,You come out with a passing grade.
P169,913.71,915.97,2.26,Is there anything we can do for extra credit like?
P210,914.02,914.64,0.62,Yeah.
T001,917.79,919.92,2.13,Name something that people cut.
P169,921.01,921.62,0.61,Her.
T001,922.05,923.22,1.17,Hair is one of them yet.
P173,923.9,924.41,0.51,Food.
P210,924.01,924.7,0.69,Vegetables.
T001,925.93,927.3,1.37,"Jackson, can I get you first?"
P173,927.75,928.46,0.71,Food.
T001,929.31,934.83,5.52,You said food and Gabriel said vegetables their boat related to one of them.
T001,937.73,942.67,4.94,"Let's maybe another food. What's maybe another food, a fruit and a family to cedar?"
P169,937.8,938.76,0.96,Family ties
P210,939.52,940.03,0.51,Fruit.
P167,940.65,941.1,0.45,Roots
P173,942.67,943.38,0.71,How much is?
T001,944.65,950.3,5.65,That sandwich is what's something that you know is another type of food that you might cut up potatoes.
P169,947.62,948.4,0.78,potatoes.
P210,950.55,952.64,2.09,"It's not food, it's not vegetables."
P167,950.79,951.44,0.65,bread.
T001,952.94,953.48,0.54,No.
P169,953.89,954.43,0.54,Meet.
P167,953.99,954.46,0.47,Bread.
T001,954.9,955.85,0.95,"Meet, yeah."
P169,956.37,956.84,0.47,Yes.
T001,956.55,957.4,0.85,People cut meat.
P167,956.62,956.99,0.37,Meet.
T001,959.56,960.52,0.96,Looking for one more.
P169,961.5,964.03,2.53,But we got so far here and meet OK.
T001,963.66,964.49,0.83,Pear and miss.
P169,965.41,966.48,1.07,Goddess of growth.
P210,965.74,966.63,0.89,Boot costs.
P210,967.6,968.33,0.73,Trees.
P169,969.22,969.84,0.62,Paper.
T001,969.44,970.62,1.18,"Not trees, no."
P169,972.27,972.94,0.67,Paper.
T001,973.5,974.4,0.9,"Paper, yeah."
P167,974.79,975.09,0.3,Yeah.
P169,974.88,975.17,0.29,Yeah.
T001,976.71,977.72,1.01,So what's the ordering?
P210,983.07,986.02,2.95,Miss Paper and her.
P167,988.11,989.54,1.43,Can I put her first?
P169,989.56,994.14,4.58,"Yeah, I really like the verb to cut meat just doesn't sound right to me."
P167,992.78,993.15,0.37,No.
P167,995.32,997.21,1.89,Like haircuts like it's just there.
P210,995.35,995.92,0.57,Yeah.
P169,997.78,998.23,0.45,Yeah.
P210,998.2,998.83,0.63,Yeah.
P173,998.9,1001.43,2.53,"I don't care, number one is what I'm saying."
P167,1000.42,1000.87,0.45,No.
P210,1001.41,1004.64,3.23,Anyone spare? Yeah shave and you gotta shave all the time.
P169,1005.85,1006.63,0.78,Big for yourself.
P210,1007.64,1009.59,1.95,"Yeah, yeah, some people shave overtime."
P167,1011.38,1013.68,2.3,Hey court head so.
P167,1015.96,1019.75,3.79,Her her paper meat or her meat paper. I'm confused now.
P169,1016.18,1016.8,0.62,"Yeah, it's it."
P169,1020.39,1028.34,7.95,"Oh, the meat one is, I know I don't know I I never say could you cut my meat please? Sounds like a childish thing to do."
P210,1030.33,1031.3,0.97,Paper for.
P169,1031.83,1033.17,1.34,Just like everything.
P167,1032.59,1036.76,4.17,Like Arts and crafts like this like origami or something like that.
P173,1033.69,1034.24,0.55,Good morning.
P169,1035.07,1035.42,0.35,Yeah.
P210,1038.28,1039.95,1.67,He must do a lot more origami.
P169,1041.02,1043.63,2.61,"Well, I've got more paper than I've cut her ****."
P210,1044.78,1045.36,0.58,Really.
P169,1045.72,1047.71,1.99,"Yeah, I've never cut hair in my life."
P173,1048.6,1049.64,1.04,Your hair cut more than you.
P173,1050.48,1051.49,1.01,Gotten a paper clip.
P169,1050.96,1051.33,0.37,Yeah.
P210,1052.36,1053.03,0.67,Yeah.
P169,1054.92,1058.67,3.75,Just go to the Bieber hello and just give him something I can pay for food.
P169,1062.0,1073.39,11.39,"And Oh my God, yeah, fine. I've I've been running up until this point and I want to say her paper meet so you guys take that as you would."
P173,1075.51,1076.26,0.75,Yeah with it.
P167,1076.9,1077.96,1.06,Happy for meat.
P210,1076.93,1085.62,8.69,I reckon I'd reckon switch paper and meat 'cause if you if you eat me then you probably gonna eat me almost.
P169,1082.86,1083.77,0.91,Amy paper
P210,1086.64,1089.63,2.99,Every day of the week and you'll be cutting the Meese.
P210,1090.44,1094.31,3.87,"I don't. I don't know how it comes to mind so quickly people, but I mean."
P210,1094.93,1105.2,10.27,"You know, I I'd imagine, I suppose, like you be cutting paper view. And yeah, like you're saying doing origami or 'cause I'm making paper snowflakes or something, but know how often people do that in comparison to me."
P169,1095.31,1095.71,0.4,yeah.
P167,1096.08,1096.39,0.31,No.
T001,1104.6,1109.53,4.93,So we have two for her paper meet at least one for her meet paper.
P167,1110.93,1111.42,0.49,Uh.
P167,1112.23,1115.3,3.07,"You know, I think I'd go with her meat and then paper, yeah?"
P210,1115.8,1117.35,1.55,"OK, what do you reckon Jackson?"
T001,1116.42,1117.85,1.43,But now you're divided so.
P173,1119.42,1121.57,2.15,"Right, I'll go hang paper and that's the majority."
P210,1119.61,1120.27,0.66,"Well, I mean."
P173,1124.17,1126.88,2.71,"I'll go here, meet papers off so it's three for paper."
P210,1125.7,1129.85,4.15,"Yeah, I think we're with the family people paper. Or do you recommend?"
P169,1129.93,1130.31,0.38,Yeah.
P169,1130.98,1132.55,1.57,I'm OK with that hammy paper.
P210,1133.02,1134.65,1.63,"Alright, for the win."
T001,1134.9,1140.03,5.13,You should have. You should have gone with leaves first idea. This time it's her paper maist.
P169,1136.84,1137.5,0.66,No.
P210,1136.94,1137.45,0.51,But
P167,1138.0,1138.61,0.61,Oh
P167,1139.81,1140.65,0.84,Oh my God.
P210,1141.6,1144.75,3.15,"wait, why do people go straight for pay pay? That's a."
P169,1141.78,1143.21,1.43,Guys we failed.
T001,1145.38,1151.33,5.95,Expose more people take of cutting paper and they do cutting beef. But you know you've got one one out of 520%.
P169,1145.78,1146.3,0.52,Could later.
P169,1149.1,1150.07,0.97,"Yeah, I did like."
T001,1152.01,1152.7,0.69,Uhm?
P169,1152.4,1155.05,2.65,"Yeah, you see all the repeats."
P167,1154.13,1154.67,0.54,Horrible.
T001,1157.24,1161.51,4.27,I just want to say thanks for taking part and you know it's.
P169,1161.11,1162.6,1.49,"No, the pleasure."
P167,1162.47,1163.62,1.15,"This is fun, yeah."
T001,1162.63,1164.66,2.03,"One out of five, one out of five isn't bad."
P169,1165.15,1168.69,3.54,How is everyone else? How's everyone else doing? Are they as good?
P210,1165.42,1166.21,0.79,It's pretty bad.
P169,1170.06,1171.37,1.31,And we got materials yet.
T001,1170.46,1171.07,0.61,Uhm?
P169,1174.85,1176.19,1.34,But that doesn't bode well for us.
T001,1175.53,1177.09,1.56,I can tell you when recording ends.
