speaker,start,end,duration,content
P034,161.35,161.96,0.61,Violet.
T001,162.56,163.75,1.19,"Yep, violin is one of them."
P160,164.94,165.45,0.51,Loot.
T001,166.41,167.54,1.13,Flute is not there.
P034,168.26,169.01,0.75,Trumpet.
T001,169.78,171.06,1.28,Trumpet also isn't there.
P153,173.5,174.18,0.68,The cello.
T001,174.69,175.7,1.01,"Yeah, the cello is there."
T001,181.32,184.39,3.07,So we have the violin and we have the cello and we're looking for one more.
P160,185.95,186.48,0.53,Drums
T001,187.5,189.89,2.39,"Yep, the drums. The drums is the missing one."
P160,190.29,190.67,0.38,yes.
T001,191.92,194.21,2.29,"Sometimes one that people forget about, but it's definitely there."
T001,195.2,199.15,3.95,So we had the violin. We have the cello and we have the drums. But what's your ordering?
P061,205.0,206.77,1.77,Be inclined to put the drones last.
P160,207.2,207.71,0.51,Yeah.
P034,208.22,208.72,0.5,He
P153,208.45,209.06,0.61,I think so.
P061,209.08,209.57,0.49,It's.
P153,210.02,212.21,2.19,And then I will put the balance first in there.
P153,213.15,213.91,0.76,Almost everywhere.
P160,215.27,215.6,0.33,Yeah.
P061,215.68,216.47,0.79,Description.
P061,217.23,217.96,0.73,Cello in the middle.
P160,218.72,219.07,0.35,Yeah.
T001,220.12,224.17,4.05,"Pretty pretty quick to reach some consensus here, we're going for violin, cello, and drum."
P034,225.02,225.41,0.39,Yep.
P153,226.24,226.6,0.36,Yep.
T001,226.59,232.04,5.45,"Which is a good thing. 'cause that's correct as well, so we're two for two doing very well."
P153,231.49,231.82,0.33,Cute.
T001,233.26,247.47,14.21,"So if we move on to our third question, let's see if you can get this one name, a public place where you are likely to catch a cold or flu with the note that this was asked pre pandemic so everywhere isn't isn't on the list."
P160,248.83,250.44,1.61,At school.
T001,251.24,252.35,1.11,"Yep, School is one of them."
P153,253.67,254.79,1.12,A public transit.
T001,255.89,256.88,0.99,Close.
P153,256.3,258.09,1.79,Or you too OK?
T001,257.85,259.38,1.53,Close tank transport.
P160,260.45,260.7,0.25,I.
P160,261.82,262.47,0.65,The hospital.
T001,263.39,264.56,1.17,"Yeah, the hospital is another one."
P034,265.79,269.09,3.3,Or something like this or that's already transferred.
T001,268.81,270.06,1.25,"Sorry, can you say that again?"
P034,269.94,272.07,2.13,Like a boss or something like this.
T001,272.56,274.75,2.19,"Think tank transport, but it's not bus."
P160,275.32,276.65,1.33,A train or subway.
P034,275.67,276.61,0.94,Train then.
T001,277.26,278.27,1.01,Not the train.
P034,278.97,279.71,0.74,Airplane.
P061,279.13,279.48,0.35,Sexy.
P153,279.17,279.74,0.57,Subway.
T001,280.01,281.23,1.22,"Airplane, yeah."
P153,281.16,281.53,0.37,At.
T001,281.83,282.98,1.15,Airplane is the missing one.
T001,283.71,285.92,2.21,"So we have school, hospital and airplane."
T001,286.61,287.63,1.02,But what's the ranking?
P034,293.52,296.95,3.43,"School would be first choice, but I don't know."
P153,296.49,296.81,0.32,Yeah.
P160,298.28,301.97,3.69,"Well, hospital makes more sense. I don't think you wrote it like."
P034,302.37,304.04,1.67,"Yeah, but we don't go off in there."
P160,304.16,304.57,0.41,True.
P034,305.62,310.77,5.15,And to school like you know you bring your kids over there and we were at school at some point as well.
P160,311.99,314.11,2.12,"Kids are disease vectors, yeah, so."
P153,314.3,315.33,1.03,"Yeah, yeah."
P160,316.94,318.51,1.57,So school.
P160,319.74,322.65,2.91,"Then hospital, then airplane."
P034,324.01,324.5,0.49,Yet.
T001,324.18,325.63,1.45,"Owen, Aiden. What do you think?"
P061,324.2,324.71,0.51,Computer.
P061,327.17,327.8,0.63,Kim.
P153,327.75,328.16,0.41,How?
P153,330.7,333.72,3.02,"So sorry you meant you called Aiden, right?"
T001,334.61,335.02,0.41,Yep.
P153,336.22,348.29,12.07,"I'm I'm not sure about this. This order of hospital and airplane because I think as as Emma pointed out, we're not that often to the hospital, but we're more often in airplanes, so I'm not sure about that."
P034,351.09,352.1,1.01,That's true as well.
P153,351.83,352.16,0.33,But
P160,354.38,355.95,1.57,Airplane is really specific.
P061,356.91,362.36,5.45,"Yeah, I feel people if they're thinking about being sick. Favorably inclined to think hospital."
P160,357.26,357.63,0.37,As well.
P160,358.39,358.78,0.39,Yeah.
P160,363.38,365.21,1.83,It took us a few tries to get it as well.
P034,368.68,373.23,4.55,"Yes, so maybe let's leave leave it the way that Chloe said and with."
P153,372.8,373.21,0.41,OK.
P160,374.59,376.0,1.41,"Yes Sir, yes."
P061,374.92,375.25,0.33,Sure.
T001,375.94,380.67,4.73,So just to remind myself that was school and then hospital.
P160,380.77,381.06,0.29,Yeah.
P034,380.91,381.4,0.49,Uh huh.
T001,381.49,382.28,0.79,And then airplane.
P153,382.91,383.21,0.3,OK.
T001,384.12,387.46,3.34,"Good, 'cause that's the third one correct as well. You're doing really, really well here."
T001,388.84,394.15,5.31,"At school, hospital and airplane, so you know, let's keep. Let's see if you can keep up your winning streak here."
T001,395.63,399.45,3.82,Or name something that you do not learn in school.
P034,402.28,405.41,3.13,Well-being or psychology? Something like this?
T001,405.88,408.29,2.41,"That's a good one, but it's not there."
P153,409.9,412.7,2.8,How to do your taxes. I don't know if that's
T001,412.06,413.83,1.77,Also not there but also a good one.
P034,414.25,414.93,0.68,Cooking.
T001,415.89,416.32,0.43,Sorry.
P034,416.59,417.33,0.74,Booking
T001,419.27,424.05,4.78,"Really, really close to one of them. Really, really close what does cooking kind of an example of."
P160,424.72,425.53,0.81,Housekeeping.
T001,426.67,435.34,8.67,"Yeah, like housekeeping, household chores and things like that. So yeah, cooking is. It's correct. But like it also includes cleaning and stuff like that so have so choice."
T001,436.52,438.55,2.03,Household chores is one of them. We've got two more.
P061,438.3,440.0,1.7,Fix fixing a car.
T001,440.84,442.29,1.45,Fixing a car not there.
P034,443.46,445.69,2.23,Maybe driving a car trust.
T001,445.28,446.87,1.59,Driving a car also isn't there.
P160,447.07,448.87,1.8,I think they learned that in American schools.
P034,449.73,450.86,1.13,"Really, oh."
P160,450.68,451.01,0.33,Yeah.
P061,454.41,454.88,0.47,Who?
P153,456.75,457.27,0.52,Wealth.
T001,458.93,461.45,2.52,Think they're all life skills type things.
P061,463.09,464.14,1.05,Raising a child.
T001,464.93,466.88,1.95,Yet parenting parenting is another one.
P061,466.16,466.59,0.43,No no.
P153,466.28,466.67,0.39,Bob
P160,467.04,467.44,0.4,No.
P034,467.16,467.84,0.68,He looks great.
T001,467.52,467.87,0.35,Yeah.
P153,468.25,468.69,0.44,good boy.
P160,469.48,470.99,1.51,That was offered in my school.
T001,469.8,470.13,0.33,How?
T001,473.25,479.06,5.81,"How to be a parent is the second one, so we have a household chores we have parenting. We're looking for one more."
P160,475.2,475.59,0.39,OK.
P153,488.61,491.74,3.13,So you said before that Emma was very close to 1.
T001,492.41,494.66,2.25,"Yeah, would cooking 'cause of his household chores."
P153,494.9,499.46,4.56,"Alright, that was good. No yeah but she said also psychology psychology or she said."
T001,498.99,505.62,6.63,"Yeah, it's it's kind of related to one. It's not really. It's not really, it's just."
P153,501.3,501.65,0.35,But
T001,507.84,511.17,3.33,"What's something that if somebody doesn't have, it's really noticeable?"
P034,514.02,516.97,2.95,Self esteem or something like that I don't know.
T001,516.69,518.48,1.79,Still kind of close.
P034,518.25,519.36,1.11,Of control.
P061,519.67,520.58,0.91,Mental health.
T001,520.81,523.02,2.21,"No, it's more of a. It's more of an outward thing."
P061,521.25,521.74,0.49,Mum.
P153,524.1,525.53,1.43,communication skills like.
T001,525.97,527.54,1.57,"Again, we're getting really, really close."
T001,530.38,533.23,2.85,What's maybe an old fashioned name for communication skills?
P061,530.38,530.91,0.53,Stop.
P160,534.56,535.15,0.59,Manners.
T001,535.45,536.44,0.99,"Manners, yeah?"
P153,537.13,537.44,0.31,Right?
P034,537.22,538.91,1.69,Ready up.
T001,538.14,539.25,1.11,"Yeah, we're looking for Mattis."
P153,539.91,540.18,0.27,Yeah.
P034,540.19,543.67,3.48,"OK, my teachers were all about manners at primary school."
T001,545.82,551.09,5.27,"Yeah, I think I think I learned matters in school too, so I don't know either. But that's one of them apparently."
T001,552.27,560.02,7.75,"Uhm, so we had household chores, parenting and we have manners, but what's the ordering from most popular to least popular?"
P160,567.58,571.08,3.5,This is a hard one because it took us a really long time to get all three.
P153,571.19,571.67,0.48,Yeah.
P153,574.43,580.8,6.37,"But I thought that parenting was like must be really popular, like I think it's a very good option. But what do you guys think?"
P034,581.24,582.84,1.6,Uh-huh yeah it's awesome.
P160,581.82,582.97,1.15,"I could be number one, yeah?"
P061,592.86,598.01,5.15,"Manners may be lost, and I'm not sure maybe that's just bias because it took us the longest to get."
P160,598.2,598.76,0.56,Yeah.
P034,604.69,605.16,0.47,Yep.
T001,604.78,608.11,3.33,"I think there's a bit of agreement that parenting might be the top one, but what about?"
P160,607.64,608.05,0.41,Movie.
P061,607.9,608.3,0.4,Yeah.
P034,610.29,613.62,3.33,"Yeah, then maybe we give them others as the last one."
P160,613.78,614.29,0.51,Yeah.
P160,614.92,618.25,3.33,And then chores is the second one.
P061,620.01,620.33,0.32,Sure.
P153,620.7,621.41,0.71,Oh that's yeah.
T001,621.84,624.21,2.37,"OK, so we're going parenting chores and manners."
T001,625.47,628.74,3.27,And I'm sorry to say that it's actually parenting matters and chores so.
P160,629.66,630.33,0.67,Oh
P153,630.16,630.7,0.54,Ah.
T001,630.55,635.74,5.19,"You are almost almost there, but you're still tree at a four so far, which is a good score."
T001,636.5,639.19,2.69,Let's see if we can make it 445 with our fifth question.
P153,636.99,637.33,0.34,It's.
T001,640.95,643.0,2.05,Name something that people cut.
P061,645.26,645.61,0.35,Here.
T001,646.41,647.84,1.43,"Pairs one of them, yeah."
P160,648.5,649.29,0.79,themselves.
T001,649.84,653.1,3.26,"No, that's not there. Emma. Did you say something?"
P160,650.54,650.89,0.35,No.
P034,655.2,657.37,2.17,Something that people cut right?
T001,656.98,658.03,1.05,"Yeah, yeah."
P034,659.8,661.15,1.35,And what do we have now?
T001,661.25,662.04,0.79,We have her.
P061,662.71,663.53,0.82,Vegetables.
T001,664.59,666.14,1.55,Vegetables is close to one of them.
P160,667.89,668.83,0.94,Food then?
P160,669.86,670.76,0.9,If it's more general.
T001,670.08,671.35,1.27,It's a type of food.
P061,673.26,674.62,1.36,"Potatoes, carrots."
T001,675.19,677.27,2.08,"If it's not, if it's not vegetables."
P034,677.48,678.75,1.27,Maybe bakery?
P061,677.85,678.28,0.43,Spruce.
T001,680.16,681.93,1.77,"It's not bakery stuff, no."
P034,680.29,680.61,0.32,Like
P160,682.36,682.99,0.63,Roots
T001,683.6,686.09,2.49,"If it's not, if it's not fruits or vegetables, what could it be?"
P160,686.5,686.84,0.34,me.
T001,687.31,688.4,1.09,Nice yeah.
T001,689.93,692.02,2.09,Just went down the food pyramid until we got there.
P153,691.15,691.54,0.39,OK.
T001,692.8,693.21,0.41,Uhm?
T001,693.83,696.96,3.13,"Yeah, so we have here we have meat and we're looking for one more."
P034,697.31,698.07,0.76,names.
T001,698.8,700.56,1.76,"No, that's a good one, but it's not there."
P034,705.51,706.16,0.65,Paper.
T001,706.47,709.76,3.29,Paper paper is the one that we're looking for.
T001,711.17,715.6,4.43,"Use me so we have her. We have meat and we have paper, but what's the ordering of this?"
P034,720.03,722.4,2.37,I'd say her would be the most popular one.
P160,722.43,722.85,0.42,Miller
P061,726.78,729.77,2.99,I would think pepper before meat.
P034,730.25,731.56,1.31,"Yeah, and then meet."
P061,732.52,735.37,2.85,"But you know, let me know what you guys think, I don't know."
P160,736.47,737.36,0.89,"no yeah, I agree."
T001,739.5,740.16,0.66,So we've got.
P153,739.55,740.5,0.95,"I think it's possible, yeah."
T001,741.18,745.81,4.63,"So if we got a bit of agreement on her, then paper, then meet."
P061,746.32,746.92,0.6,I can tell you.
P160,746.47,746.76,0.29,Yep.
T001,749.08,753.12,4.04,That's really good. 'cause that is the correct ordering as well. That's that's four out of five.
P153,752.83,753.22,0.39,Video.
T001,753.7,758.07,4.37,"Yep, so well done. Well done everyone. Thanks for playing."
P034,754.0,754.55,0.55,Hey.
P160,754.83,755.54,0.71,Wanna roll?
