tier_id	participant	start_time3	start_time2	start_time1	end_time3	end_time2	end_time1	content
T001_Luke_utt	T001	00:01:29.100	89.1	89100	00:01:30.160	90.16	90160	00:00:01.060	1.06	1060	So it's two of our tree.
T001_Luke_utt	T001	00:01:30.160	90.16	90160	00:01:37.050	97.05	97050	00:00:06.890	6.89	6890	
T001_Luke_utt	T001	00:01:37.050	97.05	97050	00:01:40.290	100.29	100290	00:00:03.240	3.24	3240	They are other people, but you need to be a bit more specific.
T001_Luke_utt	T001	00:01:40.290	100.29	100290	00:01:41.740	101.74	101740	00:00:01.450	1.45	1450	
T001_Luke_utt	T001	00:01:41.740	101.74	101740	00:01:43.450	103.45	103450	00:00:01.710	1.71	1710	Not murderous, well.
T001_Luke_utt	T001	00:01:43.450	103.45	103450	00:01:45.500	105.5	105500	00:00:02.050	2.05	2050	
T001_Luke_utt	T001	00:01:45.500	105.5	105500	00:01:47.650	107.65	107650	00:00:02.150	2.15	2150	They don't. They don't have knives, no.
T001_Luke_utt	T001	00:01:47.650	107.65	107650	00:01:59.240	119.24	119240	00:00:11.590	11.59	11590	
T001_Luke_utt	T001	00:01:59.240	119.24	119240	00:02:02.700	122.7	122700	00:00:03.460	3.46	3460	No, not people would change. These people don't have chainsaws anyway.
T001_Luke_utt	T001	00:02:02.700	122.7	122700	00:02:04.010	124.01	124010	00:00:01.310	1.31	1310	
T001_Luke_utt	T001	00:02:04.010	124.01	124010	00:02:10.110	130.11	130110	00:00:06.100	6.1	6100	What's something that might be somebody might be chased in a thriller film or.
T001_Luke_utt	T001	00:02:10.110	130.11	130110	00:02:11.770	131.77	131770	00:00:01.660	1.66	1660	
T001_Luke_utt	T001	00:02:11.770	131.77	131770	00:02:14.220	134.22	134220	00:00:02.450	2.45	2450	Maybe a heist film?
T001_Luke_utt	T001	00:02:14.220	134.22	134220	00:02:15.670	135.67	135670	00:00:01.450	1.45	1450	
T001_Luke_utt	T001	00:02:15.670	135.67	135670	00:02:16.430	136.43	136430	00:00:00.760	0.76	760	Yep, the cops.
T001_Luke_utt	T001	00:02:16.430	136.43	136430	00:02:18.430	138.43	138430	00:00:02.000	2.0	2000	
T001_Luke_utt	T001	00:02:18.430	138.43	138430	00:02:32.930	152.93	152930	00:00:14.500	14.5	14500	Yeah, the police. Yeah, police chases so in the order that you gave them to me, I believe you had monsters, cars and then police. So I'm going to ask you now to rank them from the most popular answer to the least popular answer.
T001_Luke_utt	T001	00:02:32.930	152.93	152930	00:02:33.760	153.76	153760	00:00:00.830	0.83	830	
T001_Luke_utt	T001	00:02:33.760	153.76	153760	00:02:34.070	154.07	154070	00:00:00.310	0.31	310	1.
T001_Luke_utt	T001	00:02:34.070	154.07	154070	00:02:39.540	159.54	159540	00:00:05.470	5.47	5470	
T001_Luke_utt	T001	00:02:39.540	159.54	159540	00:02:41.520	161.52	161520	00:00:01.980	1.98	1980	Yeah, of these 100 people.
T001_Luke_utt	T001	00:02:41.520	161.52	161520	00:02:42.250	162.25	162250	00:00:00.730	0.73	730	
T001_Luke_utt	T001	00:02:42.250	162.25	162250	00:02:43.880	163.88	163880	00:00:01.630	1.63	1630	What was the most popular amongst?
T001_Luke_utt	T001	00:02:43.880	163.88	163880	00:02:48.210	168.21	168210	00:00:04.330	4.33	4330	
T001_Luke_utt	T001	00:02:48.210	168.21	168210	00:02:49.040	169.04	169040	00:00:00.830	0.83	830	Yeah, exactly.
T001_Luke_utt	T001	00:02:49.040	169.04	169040	00:02:51.590	171.59	171590	00:00:02.550	2.55	2550	
T001_Luke_utt	T001	00:02:51.590	171.59	171590	00:02:55.070	175.07	175070	00:00:03.480	3.48	3480	And you have to reach. You have to reach a consensus on this as well so.
T001_Luke_utt	T001	00:02:55.070	175.07	175070	00:03:59.150	239.15	239150	00:01:04.080	64.08	64080	
T001_Luke_utt	T001	00:03:59.150	239.15	239150	00:04:01.130	241.13	241130	00:00:01.980	1.98	1980	Cars, yeah, you'd be left with just the one.
T001_Luke_utt	T001	00:04:01.130	241.13	241130	00:04:01.980	241.98	241980	00:00:00.850	0.85	850	
T001_Luke_utt	T001	00:04:01.980	241.98	241980	00:04:05.870	245.87	245870	00:00:03.890	3.89	3890	So you're happy to go with monsters, cops and then cars.
T001_Luke_utt	T001	00:04:05.870	245.87	245870	00:04:09.000	249.0	249000	00:00:03.130	3.13	3130	
T001_Luke_utt	T001	00:04:09.000	249.0	249000	00:04:14.380	254.38	254380	00:00:05.380	5.38	5380	Plus it was monsters, cars and then cops, so not quite. You don't get that one bus.
T001_Luke_utt	T001	00:04:14.380	254.38	254380	00:04:15.770	255.77	255770	00:00:01.390	1.39	1390	
T001_Luke_utt	T001	00:04:15.770	255.77	255770	00:04:20.420	260.42	260420	00:00:04.650	4.65	4650	You were close. You were close. It bodes well for the next one, so let's see if we can get this.
T001_Luke_utt	T001	00:04:20.420	260.42	260420	00:04:21.280	261.28	261280	00:00:00.860	0.86	860	
T001_Luke_utt	T001	00:04:21.280	261.28	261280	00:04:24.070	264.07	264070	00:00:02.790	2.79	2790	Name an instrument in a Symphony Orchestra.
T001_Luke_utt	T001	00:04:24.070	264.07	264070	00:04:28.840	268.84	268840	00:00:04.770	4.77	4770	
T001_Luke_utt	T001	00:04:28.840	268.84	268840	00:04:31.030	271.03	271030	00:00:02.190	2.19	2190	Yeah, Symphony Orchestra. I heard violin there.
T001_Luke_utt	T001	00:04:31.030	271.03	271030	00:04:31.820	271.82	271820	00:00:00.790	0.79	790	
T001_Luke_utt	T001	00:04:31.820	271.82	271820	00:04:32.700	272.7	272700	00:00:00.880	0.88	880	That's one of them.
T001_Luke_utt	T001	00:04:32.700	272.7	272700	00:04:36.710	276.71	276710	00:00:04.010	4.01	4010	
T001_Luke_utt	T001	00:04:36.710	276.71	276710	00:04:38.030	278.03	278030	00:00:01.320	1.32	1320	Cello is another one, yes.
T001_Luke_utt	T001	00:04:38.030	278.03	278030	00:04:40.240	280.24	280240	00:00:02.210	2.21	2210	
T001_Luke_utt	T001	00:04:40.240	280.24	280240	00:04:43.390	283.39	283390	00:00:03.150	3.15	3150	Drums right off the bat. You got the tree of them.
T001_Luke_utt	T001	00:04:43.390	283.39	283390	00:04:45.010	285.01	285010	00:00:01.620	1.62	1620	
T001_Luke_utt	T001	00:04:45.010	285.01	285010	00:04:48.500	288.5	288500	00:00:03.490	3.49	3490	So what will be the ranking from most popular to least popular?
T001_Luke_utt	T001	00:04:48.500	288.5	288500	00:05:38.120	338.12	338120	00:00:49.620	49.62	49620	
T001_Luke_utt	T001	00:05:38.120	338.12	338120	00:05:41.230	341.23	341230	00:00:03.110	3.11	3110	So are we quite happy with the ordering of violin, cello and drum?
T001_Luke_utt	T001	00:05:41.230	341.23	341230	00:05:43.070	343.07	343070	00:00:01.840	1.84	1840	
T001_Luke_utt	T001	00:05:43.070	343.07	343070	00:05:52.280	352.28	352280	00:00:09.210	9.21	9210	That's good, 'cause that's correct. It is violin, cello and drum, right? In the order that you gave them to me right off the bat. So that's one for two it's 142.
T001_Luke_utt	T001	00:05:52.280	352.28	352280	00:05:53.050	353.05	353050	00:00:00.770	0.77	770	
T001_Luke_utt	T001	00:05:53.050	353.05	353050	00:06:04.630	364.63	364630	00:00:11.580	11.58	11580	Our third question is going to be name, a public place where you're likely to catch a cold or flu with the note that this is pre pandemic so everywhere isn't an answer.
T001_Luke_utt	T001	00:06:04.630	364.63	364630	00:06:11.010	371.01	371010	00:00:06.380	6.38	6380	
T001_Luke_utt	T001	00:06:11.010	371.01	371010	00:06:14.770	374.77	374770	00:00:03.760	3.76	3760	Think along the lines of transport. Think along the lines of transport. It's not trained but.
T001_Luke_utt	T001	00:06:14.770	374.77	374770	00:06:16.800	376.8	376800	00:00:02.030	2.03	2030	
T001_Luke_utt	T001	00:06:16.800	376.8	376800	00:06:17.670	377.67	377670	00:00:00.870	0.87	870	Not the boss.
T001_Luke_utt	T001	00:06:17.670	377.67	377670	00:06:20.950	380.95	380950	00:00:03.280	3.28	3280	
T001_Luke_utt	T001	00:06:20.950	380.95	380950	00:06:22.350	382.35	382350	00:00:01.400	1.4	1400	Nacara taxi no.
T001_Luke_utt	T001	00:06:22.350	382.35	382350	00:06:24.470	384.47	384470	00:00:02.120	2.12	2120	
T001_Luke_utt	T001	00:06:24.470	384.47	384470	00:06:26.100	386.1	386100	00:00:01.630	1.63	1630	What's one that's in the news? Quite a lot.
T001_Luke_utt	T001	00:06:26.100	386.1	386100	00:06:28.840	388.84	388840	00:00:02.740	2.74	2740	
T001_Luke_utt	T001	00:06:28.840	388.84	388840	00:06:30.110	390.11	390110	00:00:01.270	1.27	1270	Planes, yeah planes.
T001_Luke_utt	T001	00:06:30.110	390.11	390110	00:06:32.070	392.07	392070	00:00:01.960	1.96	1960	
T001_Luke_utt	T001	00:06:32.070	392.07	392070	00:06:34.300	394.3	394300	00:00:02.230	2.23	2230	Yeah, planes is one of them.
T001_Luke_utt	T001	00:06:34.300	394.3	394300	00:06:37.470	397.47	397470	00:00:03.170	3.17	3170	
T001_Luke_utt	T001	00:06:37.470	397.47	397470	00:06:40.340	400.34	400340	00:00:02.870	2.87	2870	It's not all transport now it's public places or.
T001_Luke_utt	T001	00:06:40.340	400.34	400340	00:06:41.520	401.52	401520	00:00:01.180	1.18	1180	
T001_Luke_utt	T001	00:06:41.520	401.52	401520	00:06:42.870	402.87	402870	00:00:01.350	1.35	1350	Hope it's a good one, but it's not there.
T001_Luke_utt	T001	00:06:42.870	402.87	402870	00:06:44.830	404.83	404830	00:00:01.960	1.96	1960	
T001_Luke_utt	T001	00:06:44.830	404.83	404830	00:06:47.080	407.08	407080	00:00:02.250	2.25	2250	Toilet isn't there either. Also a good one.
T001_Luke_utt	T001	00:06:47.080	407.08	407080	00:06:50.630	410.63	410630	00:00:03.550	3.55	3550	
T001_Luke_utt	T001	00:06:50.630	410.63	410630	00:06:54.000	414.0	414000	00:00:03.370	3.37	3370	Hospital Yes, Hospital is another one that we're looking for.
T001_Luke_utt	T001	00:06:54.000	414.0	414000	00:06:56.160	416.16	416160	00:00:02.160	2.16	2160	
T001_Luke_utt	T001	00:06:56.160	416.16	416160	00:06:57.390	417.39	417390	00:00:01.230	1.23	1230	Yeah, we're looking for one more.
T001_Luke_utt	T001	00:06:57.390	417.39	417390	00:07:00.900	420.9	420900	00:00:03.510	3.51	3510	
T001_Luke_utt	T001	00:07:00.900	420.9	420900	00:07:01.870	421.87	421870	00:00:00.970	0.97	970	That's cool, yeah.
T001_Luke_utt	T001	00:07:01.870	421.87	421870	00:07:03.500	423.5	423500	00:00:01.630	1.63	1630	
T001_Luke_utt	T001	00:07:03.500	423.5	423500	00:07:11.000	431.0	431000	00:00:07.500	7.5	7500	September chords are rife, so in the order you gave them to me we had plain hospital and then school.
T001_Luke_utt	T001	00:07:11.000	431.0	431000	00:07:12.030	432.03	432030	00:00:01.030	1.03	1030	
T001_Luke_utt	T001	00:07:12.030	432.03	432030	00:07:14.260	434.26	434260	00:00:02.230	2.23	2230	So what do we reckon the ordering is going to be?
T001_Luke_utt	T001	00:07:14.260	434.26	434260	00:07:54.450	474.45	474450	00:00:40.190	40.19	40190	
T001_Luke_utt	T001	00:07:54.450	474.45	474450	00:07:58.210	478.21	478210	00:00:03.760	3.76	3760	Because Lucas, what's your opinion? This hospital school plane?
T001_Luke_utt	T001	00:07:58.210	478.21	478210	00:07:59.570	479.57	479570	00:00:01.360	1.36	1360	
T001_Luke_utt	T001	00:07:59.570	479.57	479570	00:07:59.940	479.94	479940	00:00:00.370	0.37	370	Yep.
T001_Luke_utt	T001	00:07:59.940	479.94	479940	00:08:00.720	480.72	480720	00:00:00.780	0.78	780	
T001_Luke_utt	T001	00:08:00.720	480.72	480720	00:08:01.230	481.23	481230	00:00:00.510	0.51	510	OK.
T001_Luke_utt	T001	00:08:01.230	481.23	481230	00:08:02.260	482.26	482260	00:00:01.030	1.03	1030	
T001_Luke_utt	T001	00:08:02.260	482.26	482260	00:08:06.670	486.67	486670	00:00:04.410	4.41	4410	Come close at school hospital playing so.
T001_Luke_utt	T001	00:08:06.670	486.67	486670	00:08:08.990	488.99	488990	00:00:02.320	2.32	2320	
T001_Luke_utt	T001	00:08:08.990	488.99	488990	00:08:15.640	495.64	495640	00:00:06.650	6.65	6650	School, hospital plane. I think a lot of people were thinking of going back to school. Or maybe they have kids in this group of 100.
T001_Luke_utt	T001	00:08:15.640	495.64	495640	00:08:16.900	496.9	496900	00:00:01.260	1.26	1260	
T001_Luke_utt	T001	00:08:16.900	496.9	496900	00:08:23.670	503.67	503670	00:00:06.770	6.77	6770	No worries though, we've got another question. Hopefully you can get this one. Name something that you do not learn in school.
T001_Luke_utt	T001	00:08:23.670	503.67	503670	00:08:26.650	506.65	506650	00:00:02.980	2.98	2980	
T001_Luke_utt	T001	00:08:26.650	506.65	506650	00:08:29.250	509.25	509250	00:00:02.600	2.6	2600	So something non academic that you know you don't.
T001_Luke_utt	T001	00:08:29.250	509.25	509250	00:08:31.820	511.82	511820	00:00:02.570	2.57	2570	
T001_Luke_utt	T001	00:08:31.820	511.82	511820	00:08:34.510	514.51	514510	00:00:02.690	2.69	2690	Can I get a little bit more specific than that but?
T001_Luke_utt	T001	00:08:34.510	514.51	514510	00:08:39.580	519.58	519580	00:00:05.070	5.07	5070	
T001_Luke_utt	T001	00:08:39.580	519.58	519580	00:08:39.900	519.9	519900	00:00:00.320	0.32	320	Yeah.
T001_Luke_utt	T001	00:08:39.900	519.9	519900	00:08:42.410	522.41	522410	00:00:02.510	2.51	2510	
T001_Luke_utt	T001	00:08:42.410	522.41	522410	00:08:43.520	523.52	523520	00:00:01.110	1.11	1110	Manners is one of them, yeah.
T001_Luke_utt	T001	00:08:43.520	523.52	523520	00:08:48.500	528.5	528500	00:00:04.980	4.98	4980	
T001_Luke_utt	T001	00:08:48.500	528.5	528500	00:08:50.400	530.4	530400	00:00:01.900	1.9	1900	It's one of them is kind of close it up.
T001_Luke_utt	T001	00:08:50.400	530.4	530400	00:08:51.620	531.62	531620	00:00:01.220	1.22	1220	
T001_Luke_utt	T001	00:08:51.620	531.62	531620	00:08:55.540	535.54	535540	00:00:03.920	3.92	3920	It's, but it's not. It's not financial exclusively.
T001_Luke_utt	T001	00:08:55.540	535.54	535540	00:08:57.060	537.06	537060	00:00:01.520	1.52	1520	
T001_Luke_utt	T001	00:08:57.060	537.06	537060	00:09:03.630	543.63	543630	00:00:06.570	6.57	6570	But think about that sort of things. You think of things that you need to live like? What are the day today?
T001_Luke_utt	T001	00:09:03.630	543.63	543630	00:09:07.000	547.0	547000	00:00:03.370	3.37	3370	
T001_Luke_utt	T001	00:09:07.000	547.0	547000	00:09:08.270	548.27	548270	00:00:01.270	1.27	1270	Still quite close.
T001_Luke_utt	T001	00:09:08.270	548.27	548270	00:09:11.890	551.89	551890	00:00:03.620	3.62	3620	
T001_Luke_utt	T001	00:09:11.890	551.89	551890	00:09:14.070	554.07	554070	00:00:02.180	2.18	2180	That they all kind of follow underneath this.
T001_Luke_utt	T001	00:09:14.070	554.07	554070	00:09:15.250	555.25	555250	00:00:01.180	1.18	1180	
T001_Luke_utt	T001	00:09:15.250	555.25	555250	00:09:17.840	557.84	557840	00:00:02.590	2.59	2590	All of these things fall under the umbrella of what this thing is.
T001_Luke_utt	T001	00:09:17.840	557.84	557840	00:09:21.030	561.03	561030	00:00:03.190	3.19	3190	
T001_Luke_utt	T001	00:09:21.030	561.03	561030	00:09:21.470	561.47	561470	00:00:00.440	0.44	440	Sorry.
T001_Luke_utt	T001	00:09:21.470	561.47	561470	00:09:23.590	563.59	563590	00:00:02.120	2.12	2120	
T001_Luke_utt	T001	00:09:23.590	563.59	563590	00:09:25.720	565.72	565720	00:00:02.130	2.13	2130	No, sorry Lucas.
T001_Luke_utt	T001	00:09:25.720	565.72	565720	00:09:28.700	568.7	568700	00:00:02.980	2.98	2980	
T001_Luke_utt	T001	00:09:28.700	568.7	568700	00:09:35.560	575.56	575560	00:00:06.860	6.86	6860	It's not really like what are things that you have to do more now as an adult that you didn't have to do as a child, for example.
T001_Luke_utt	T001	00:09:35.560	575.56	575560	00:09:39.620	579.62	579620	00:00:04.060	4.06	4060	
T001_Luke_utt	T001	00:09:39.620	579.62	579620	00:09:41.930	581.93	581930	00:00:02.310	2.31	2310	Budgeting isn't though, it's it's kind of related, but.
T001_Luke_utt	T001	00:09:41.930	581.93	581930	00:09:42.510	582.51	582510	00:00:00.580	0.58	580	
T001_Luke_utt	T001	00:09:42.510	582.51	582510	00:09:43.390	583.39	583390	00:00:00.880	0.88	880	Connor, what did you say?
T001_Luke_utt	T001	00:09:43.390	583.39	583390	00:09:48.550	588.55	588550	00:00:05.160	5.16	5160	
T001_Luke_utt	T001	00:09:48.550	588.55	588550	00:09:51.500	591.5	591500	00:00:02.950	2.95	2950	No, it's not. Budgeting like budgeting might come under this, but.
T001_Luke_utt	T001	00:09:51.500	591.5	591500	00:09:53.000	593.0	593000	00:00:01.500	1.5	1500	
T001_Luke_utt	T001	00:09:53.000	593.0	593000	00:09:55.310	595.31	595310	00:00:02.310	2.31	2310	What are things that you have to do pretty much every day?
T001_Luke_utt	T001	00:09:55.310	595.31	595310	00:09:58.760	598.76	598760	00:00:03.450	3.45	3450	
T001_Luke_utt	T001	00:09:58.760	598.76	598760	00:10:01.300	601.3	601300	00:00:02.540	2.54	2540	Wake up is is something you do every day, but it's not on.
T001_Luke_utt	T001	00:10:01.300	601.3	601300	00:10:11.800	611.8	611800	00:00:10.500	10.5	10500	
T001_Luke_utt	T001	00:10:11.800	611.8	611800	00:10:13.010	613.01	613010	00:00:01.210	1.21	1210	Yeah, you're getting close.
T001_Luke_utt	T001	00:10:13.010	613.01	613010	00:10:14.510	614.51	614510	00:00:01.500	1.5	1500	
T001_Luke_utt	T001	00:10:14.510	614.51	614510	00:10:18.220	618.22	618220	00:00:03.710	3.71	3710	Chores, yes, sort of household chores. Day-to-day tasks.
T001_Luke_utt	T001	00:10:18.220	618.22	618220	00:10:19.140	619.14	619140	00:00:00.920	0.92	920	
T001_Luke_utt	T001	00:10:19.140	619.14	619140	00:10:22.130	622.13	622130	00:00:02.990	2.99	2990	So we've got manners and chores, but what is the third one?
T001_Luke_utt	T001	00:10:22.130	622.13	622130	00:10:25.900	625.9	625900	00:00:03.770	3.77	3770	
T001_Luke_utt	T001	00:10:25.900	625.9	625900	00:10:27.220	627.22	627220	00:00:01.320	1.32	1320	No, driving is not there.
T001_Luke_utt	T001	00:10:27.220	627.22	627220	00:10:35.100	635.1	635100	00:00:07.880	7.88	7880	
T001_Luke_utt	T001	00:10:35.100	635.1	635100	00:10:39.680	639.68	639680	00:00:04.580	4.58	4580	No, fixing things isn't isn't there. I suppose that would come under chores, but.
T001_Luke_utt	T001	00:10:39.680	639.68	639680	00:10:45.240	645.24	645240	00:00:05.560	5.56	5560	
T001_Luke_utt	T001	00:10:45.240	645.24	645240	00:10:49.890	649.89	649890	00:00:04.650	4.65	4650	Parenting. Yes, I heard parenting their parent thing is the one that you don't learn in school.
T001_Luke_utt	T001	00:10:49.890	649.89	649890	00:10:52.290	652.29	652290	00:00:02.400	2.4	2400	
T001_Luke_utt	T001	00:10:52.290	652.29	652290	00:10:53.680	653.68	653680	00:00:01.390	1.39	1390	Yeah, so we.
T001_Luke_utt	T001	00:10:53.680	653.68	653680	00:10:54.410	654.41	654410	00:00:00.730	0.73	730	
T001_Luke_utt	T001	00:10:54.410	654.41	654410	00:11:01.760	661.76	661760	00:00:07.350	7.35	7350	It was on the list. Yep, that's the third one that we're looking for. So I think the order that you gave it to me it's manners, chores, and parenting.
T001_Luke_utt	T001	00:11:01.760	661.76	661760	00:11:02.940	662.94	662940	00:00:01.180	1.18	1180	
T001_Luke_utt	T001	00:11:02.940	662.94	662940	00:11:04.270	664.27	664270	00:00:01.330	1.33	1330	So what's the ordering?
T001_Luke_utt	T001	00:11:04.270	664.27	664270	00:11:20.120	680.12	680120	00:00:15.850	15.85	15850	
T001_Luke_utt	T001	00:11:20.120	680.12	680120	00:11:23.470	683.47	683470	00:00:03.350	3.35	3350	Think Lucas said parenting manners and chores, right?
T001_Luke_utt	T001	00:11:23.470	683.47	683470	00:11:34.480	694.48	694480	00:00:11.010	11.01	11010	
T001_Luke_utt	T001	00:11:34.480	694.48	694480	00:11:36.470	696.47	696470	00:00:01.990	1.99	1990	So it seems that there's a bit of consensus.
T001_Luke_utt	T001	00:11:36.470	696.47	696470	00:11:39.260	699.26	699260	00:00:02.790	2.79	2790	
T001_Luke_utt	T001	00:11:39.260	699.26	699260	00:11:40.330	700.33	700330	00:00:01.070	1.07	1070	And then shorts, yeah?
T001_Luke_utt	T001	00:11:40.330	700.33	700330	00:11:42.010	702.01	702010	00:00:01.680	1.68	1680	
T001_Luke_utt	T001	00:11:42.010	702.01	702010	00:11:54.160	714.16	714160	00:00:12.150	12.15	12150	Seems a bit of consensus on that, and it's good that there is because the ordering is parenting manners and chores. So you're 2 for four. Right now we've got one more question. Let's see if we can make a tree for five.
T001_Luke_utt	T001	00:11:54.160	714.16	714160	00:11:55.720	715.72	715720	00:00:01.560	1.56	1560	
T001_Luke_utt	T001	00:11:55.720	715.72	715720	00:11:56.050	716.05	716050	00:00:00.330	0.33	330	Yeah.
T001_Luke_utt	T001	00:11:56.050	716.05	716050	00:11:57.220	717.22	717220	00:00:01.170	1.17	1170	
T001_Luke_utt	T001	00:11:57.220	717.22	717220	00:11:58.970	718.97	718970	00:00:01.750	1.75	1750	So name.
T001_Luke_utt	T001	00:11:58.970	718.97	718970	00:12:01.080	721.08	721080	00:00:02.110	2.11	2110	
T001_Luke_utt	T001	00:12:01.080	721.08	721080	00:12:03.210	723.21	723210	00:00:02.130	2.13	2130	Name something that people cut.
T001_Luke_utt	T001	00:12:03.210	723.21	723210	00:12:05.640	725.64	725640	00:00:02.430	2.43	2430	
T001_Luke_utt	T001	00:12:05.640	725.64	725640	00:12:06.910	726.91	726910	00:00:01.270	1.27	1270	Yeah, her is one of them.
T001_Luke_utt	T001	00:12:06.910	726.91	726910	00:12:09.670	729.67	729670	00:00:02.760	2.76	2760	
T001_Luke_utt	T001	00:12:09.670	729.67	729670	00:12:11.500	731.5	731500	00:00:01.830	1.83	1830	Grass isn't. I didn't hear Lucas.
T001_Luke_utt	T001	00:12:11.500	731.5	731500	00:12:13.230	733.23	733230	00:00:01.730	1.73	1730	
T001_Luke_utt	T001	00:12:13.230	733.23	733230	00:12:14.340	734.34	734340	00:00:01.110	1.11	1110	Not nails, no.
T001_Luke_utt	T001	00:12:14.340	734.34	734340	00:12:16.910	736.91	736910	00:00:02.570	2.57	2570	
T001_Luke_utt	T001	00:12:16.910	736.91	736910	00:12:17.500	737.5	737500	00:00:00.590	0.59	590	Sorry.
T001_Luke_utt	T001	00:12:17.500	737.5	737500	00:12:20.530	740.53	740530	00:00:03.030	3.03	3030	
T001_Luke_utt	T001	00:12:20.530	740.53	740530	00:12:21.960	741.96	741960	00:00:01.430	1.43	1430	Paper is under 1, yes.
